,embedder,dataset,val_AUROC,n_samples,balanced,val_R2,val_Spearman,task_type,category,short_name
0,MolR tag,Carcinogens Lagunin,0.8074073791503906,280.0,0.2857142857142857,,,cls,Tox,Carcinogens
0,MolR tag,Carcinogens Lagunin,0.7851851582527161,280.0,0.2857142857142857,,,cls,Tox,Carcinogens
0,MolR tag,Carcinogens Lagunin,0.7690631151199341,280.0,0.2857142857142857,,,cls,Tox,Carcinogens
0,MolR tag,Carcinogens Lagunin,0.7956427335739136,280.0,0.2857142857142857,,,cls,Tox,Carcinogens
0,MolR tag,Carcinogens Lagunin,0.7995642423629761,280.0,0.2857142857142857,,,cls,Tox,Carcinogens
0,MolR tag,Carcinogens Lagunin,0.8004357218742371,280.0,0.2857142857142857,,,cls,Tox,Carcinogens
0,MolR tag,Carcinogens Lagunin,0.787799596786499,280.0,0.2857142857142857,,,cls,Tox,Carcinogens
0,MolR tag,Carcinogens Lagunin,0.8331154584884644,280.0,0.2857142857142857,,,cls,Tox,Carcinogens
0,MolR tag,Carcinogens Lagunin,0.7220042943954468,280.0,0.2857142857142857,,,cls,Tox,Carcinogens
0,MolR tag,Carcinogens Lagunin,0.7921568751335144,280.0,0.2857142857142857,,,cls,Tox,Carcinogens
0,MolR tag,Carcinogens Lagunin,0.7694989442825317,280.0,0.2857142857142857,,,cls,Tox,Carcinogens
0,GraphMVP,Skin  Reaction,0.7455427050590515,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7419075965881348,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7258092164993286,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.705729603767395,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7195776700973511,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.702786922454834,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7630257606506348,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7654491662979126,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7502163648605347,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7441579103469849,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.6662628054618835,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7358490228652954,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7694305181503296,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7244244813919067,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7642374634742737,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7129998207092285,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7200969457626343,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7574865818023682,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.6939587593078613,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,Skin  Reaction,0.7185389995574951,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7886446118354797,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7818937301635742,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.8052622079849243,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7697767019271851,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7780855298042297,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7910679578781128,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.8128786087036133,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7848364114761353,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7664877772331238,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.8123593926429749,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.8088973760604858,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7727193832397461,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7827592492103577,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7716807723045349,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7548900842666626,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7690843343734741,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7683918476104736,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.8111476898193359,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7619872093200684,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ChemBertMTR-77M,Skin  Reaction,0.7623333930969238,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.766314685344696,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7455426454544067,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7882984280586243,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7702959775924683,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7751427888870239,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7715076804161072,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7486584782600403,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7725462913513184,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7839709520339966,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7704691290855408,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7284057140350342,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7270209789276123,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7741042375564575,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.781547486782074,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7763544917106628,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7718539237976074,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.6879003047943115,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7481391429901123,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7896832227706909,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,ThreeDInfomax,Skin  Reaction,0.7818937301635742,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.7019214630126953,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6737060546875,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.7053834199905396,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6879003047943115,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.7012289762496948,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6885926723480225,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.7095378637313843,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6858230829238892,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6716288924217224,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.688765823841095,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6953436136245728,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6887657642364502,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6825342178344727,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6994980573654175,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6989786624908447,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.7010558843612671,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.7119612693786621,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6996710896492004,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.720270037651062,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,MolR tag,Skin  Reaction,0.6589925289154053,404.0,0.1782178217821782,,,cls,Tox,Skin Reaction
0,GraphMVP,ClinTox,0.6092032790184021,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.6078754663467407,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.6044185161590576,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.581158459186554,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.5785256624221802,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.598649263381958,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.6188873648643494,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.5907279849052429,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.5937957763671875,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.6139423251152039,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.6118360757827759,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.5830585956573486,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.5880036354064941,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.610393762588501,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.572367250919342,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.5807463526725769,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.6029762029647827,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.5954898595809937,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.6099129915237427,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,ClinTox,0.6233745813369751,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6820741891860962,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6957188844680786,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6539377570152283,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.7061126232147217,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6758012771606445,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6629579067230225,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.7026556730270386,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6653846502304077,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6724816560745239,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6729853749275208,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6781822443008423,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6697802543640137,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6509615182876587,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6958562135696411,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.660828709602356,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.670100748538971,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6609203219413757,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6826236248016357,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6793726682662964,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ChemBertMTR-77M,ClinTox,0.6870421171188354,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7772893905639648,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7596153616905212,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.788095235824585,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7344322204589844,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7763736248016357,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7662546038627625,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7480311393737793,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7579212188720703,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7782509326934814,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7498626708984375,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7834707498550415,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7502289414405823,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.790705144405365,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7623168230056763,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7667582035064697,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.778983473777771,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7932233810424805,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7614927291870117,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7746795415878296,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,ThreeDInfomax,ClinTox,0.7822802066802979,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7961996793746948,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7988095283508301,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.8079670667648315,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7728479504585266,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7967491149902344,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.8182234168052673,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.8137362599372864,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7903846502304077,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7738094925880432,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7603021860122681,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.8002289533615112,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7944597005844116,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7538461685180664,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.8070970177650452,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7722985744476318,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.8061355352401733,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7483058571815491,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.718498170375824,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.7683149576187134,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,MolR tag,ClinTox,0.8009614944458008,1478.0,0.4242219215155616,,,cls,Tox,ClinTox
0,GraphMVP,PAMPA NCATS,0.6784255504608154,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6689730882644653,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6719096899032593,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6774299144744873,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6722877621650696,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.695188045501709,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6720861196517944,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6572015285491943,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6808328628540039,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6655449271202087,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6671077609062195,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6766107082366943,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6852691769599915,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6815763711929321,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.665305495262146,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6845508217811584,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6912810206413269,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6840341091156006,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,GraphMVP,PAMPA NCATS,0.6600499153137207,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7471516132354736,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7335400581359863,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7396652102470398,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7416439652442932,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7240623235702515,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.738707423210144,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.75007563829422,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7215668559074402,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7512855529785156,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7396904826164246,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7296078205108643,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7522686123847961,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7295448184013367,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7635864019393921,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7566671967506409,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7299984693527222,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7256881594657898,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7461875081062317,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.732506513595581,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ChemBertMTR-77M,PAMPA NCATS,0.7308807373046875,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7286877632141113,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7431689500808716,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7219324111938477,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7498109340667725,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7558857202529907,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7359851002693176,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7337794899940491,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7742741107940674,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7373336553573608,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7365522384643555,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7253730297088623,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7308555245399475,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7353800535202026,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7387325763702393,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7599944472312927,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7364009618759155,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7372580170631409,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7654138803482056,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7251713871955872,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,ThreeDInfomax,PAMPA NCATS,0.7338802814483643,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,MolR tag,PAMPA NCATS,0.6957930326461792,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,MolR tag,PAMPA NCATS,0.7024979591369629,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,MolR tag,PAMPA NCATS,0.6923900842666626,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,MolR tag,PAMPA NCATS,0.6956669092178345,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,MolR tag,PAMPA NCATS,0.7132360339164734,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,MolR tag,PAMPA NCATS,0.67782062292099,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,MolR tag,PAMPA NCATS,0.7110430598258972,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,MolR tag,PAMPA NCATS,0.7240749001502991,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,MolR tag,PAMPA NCATS,0.6918230056762695,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,MolR tag,PAMPA NCATS,0.7015779614448547,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
0,MolR tag,PAMPA NCATS,0.7015148997306824,2034.0,0.3549655850540806,,,cls,Absorption,PAMPA
